order_number,order_line_number,order_date,expected_receiving_date,shipping_date,order_status,customer_id,employee_id,office_id,product_number,product_name,product_category,unit_price,quantity,sales_amount,shipping_days
10230,6,2004-03-15,2004-03-24,2004-03-20,Shipped,129,1501,2,S32_3207,1950's Chicago Surface Lines Streetcar,Trains,59.03,4,236.12,5
10230,7,2004-03-15,2004-03-24,2004-03-20,Shipped,129,1501,2,S50_1392,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,100.70,7,704.90,5
10230,8,2004-03-15,2004-03-24,2004-03-20,Shipped,129,1501,2,S50_1514,1962 City of Detroit Streetcar,Trains,57.41,2,114.82,5
10231,1,2004-03-19,2004-03-26,2004-03-25,Shipped,131,1504,3,S12_1108,2001 Ferrari Enzo,Classic Cars,193.25,2,386.50,6
10231,2,2004-03-19,2004-03-26,2004-03-25,Shipped,131,1504,3,S12_3891,1969 Ford Falcon,Classic Cars,147.07,1,147.07,6
10232,1,2004-03-20,2004-03-30,2004-03-25,Shipped,141,1611,4,S18_3140,1903 Ford Model A,Vintage Cars,133.86,6,803.16,5
10232,2,2004-03-20,2004-03-30,2004-03-25,Shipped,141,1611,4,S18_3259,Collectable Wooden Train,Trains,97.81,8,782.48,5
10232,3,2004-03-20,2004-03-30,2004-03-25,Shipped,141,1611,4,S18_4522,1904 Buick Runabout,Vintage Cars,78.12,5,390.60,5
10232,4,2004-03-20,2004-03-30,2004-03-25,Shipped,141,1611,4,S24_2011,18th century schooner,Ships,113.06,4,452.24,5
10232,5,2004-03-20,2004-03-30,2004-03-25,Shipped,141,1611,4,S700_1938,The Mayflower,Ships,84.88,7,594.16,5
10232,6,2004-03-20,2004-03-30,2004-03-25,Shipped,141,1611,4,S700_3505,The Titanic,Ships,86.15,1,86.15,5
10232,7,2004-03-20,2004-03-30,2004-03-25,Shipped,141,1611,4,S700_3962,The Queen Mary,Ships,81.43,2,162.86,5
10232,8,2004-03-20,2004-03-30,2004-03-25,Shipped,141,1611,4,S72_3212,Pont Yacht,Ships,48.59,3,145.77,5
10233,1,2004-03-29,2004-04-04,2004-04-02,Shipped,144,1612,5,S24_3151,1912 Ford Model T Delivery Wagon,Vintage Cars,70.81,2,141.62,4
10233,2,2004-03-29,2004-04-04,2004-04-02,Shipped,144,1612,5,S700_1138,The Schooner Bluenose,Ships,66.00,3,198.00,4
10233,3,2004-03-29,2004-04-04,2004-04-02,Shipped,144,1612,5,S700_2610,The USS Constitution Ship,Ships,67.94,1,67.94,4
10234,1,2004-03-30,2004-04-05,2004-04-02,Shipped,145,1619,6,S10_4757,1972 Alfa Romeo GTA,Classic Cars,118.32,9,1064.88,3
10234,2,2004-03-30,2004-04-05,2004-04-02,Shipped,145,1619,6,S18_1662,1980s Black Hawk Helicopter,Planes,146.65,1,146.65,3
10234,3,2004-03-30,2004-04-05,2004-04-02,Shipped,145,1619,6,S18_3029,1999 Yamaha Speed Boat,Ships,84.30,7,590.10,3
10234,4,2004-03-30,2004-04-05,2004-04-02,Shipped,145,1619,6,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,Vintage Cars,85.75,6,514.50,3
10234,5,2004-03-30,2004-04-05,2004-04-02,Shipped,145,1619,6,S24_2841,1900s Vintage Bi-Plane,Planes,67.14,2,134.28,3
10234,6,2004-03-30,2004-04-05,2004-04-02,Shipped,145,1619,6,S24_3420,1937 Horch 930V Limousine,Vintage Cars,65.09,3,195.27,3
10234,7,2004-03-30,2004-04-05,2004-04-02,Shipped,145,1619,6,S24_3816,1940 Ford Delivery Sedan,Vintage Cars,78.83,8,630.64,3
10234,8,2004-03-30,2004-04-05,2004-04-02,Shipped,145,1619,6,S700_2047,HMS Bounty,Ships,83.28,5,416.40,3
10234,9,2004-03-30,2004-04-05,2004-04-02,Shipped,145,1619,6,S72_1253,Boeing X-32A JSF,Planes,45.69,4,182.76,3
10235,1,2004-04-02,2004-04-12,2004-04-06,Shipped,146,1621,7,S18_2581,P-51-D Mustang,Planes,81.95,3,245.85,4
10235,2,2004-04-02,2004-04-12,2004-04-06,Shipped,146,1621,7,S24_1785,1928 British Royal Navy Airplane,Planes,89.72,5,448.60,4
10235,3,2004-04-02,2004-04-12,2004-04-06,Shipped,146,1621,7,S24_3949,Corsair F4U ( Bird Cage),Planes,55.27,12,663.24,4
10235,4,2004-04-02,2004-04-12,2004-04-06,Shipped,146,1621,7,S24_4278,1900s Vintage Tri-Plane,Planes,63.03,4,252.12,4
10235,5,2004-04-02,2004-04-12,2004-04-06,Shipped,146,1621,7,S32_1374,1997 BMW F650 ST,Motorcycles,90.90,1,90.90,4
10235,6,2004-04-02,2004-04-12,2004-04-06,Shipped,146,1621,7,S32_4289,1928 Ford Phaeton Deluxe,Vintage Cars,66.73,6,400.38,4
10235,7,2004-04-02,2004-04-12,2004-04-06,Shipped,146,1621,7,S50_1341,1930 Buick Marquette Phaeton,Vintage Cars,37.09,7,259.63,4
10235,8,2004-04-02,2004-04-12,2004-04-06,Shipped,146,1621,7,S700_1691,American Airlines: B767-300,Planes,88.60,8,708.80,4
10235,9,2004-04-02,2004-04-12,2004-04-06,Shipped,146,1621,7,S700_2466,America West Airlines B757-200,Planes,92.74,10,927.40,4
10235,10,2004-04-02,2004-04-12,2004-04-06,Shipped,146,1621,7,S700_2834,ATA: B757-300,Planes,116.28,2,232.56,4
10235,11,2004-04-02,2004-04-12,2004-04-06,Shipped,146,1621,7,S700_3167,F/A 18 Hornet 1/72,Planes,73.60,9,662.40,4
10235,12,2004-04-02,2004-04-12,2004-04-06,Shipped,146,1621,7,S700_4002,American Airlines: MD-11S,Planes,70.33,11,773.63,4
10236,1,2004-04-03,2004-04-11,2004-04-08,Shipped,148,1625,1,S10_2016,1996 Moto Guzzi 1100i,Motorcycles,105.86,1,105.86,5
10236,2,2004-04-03,2004-04-11,2004-04-08,Shipped,148,1625,1,S18_2625,1936 Harley Davidson El Knucklehead,Motorcycles,52.70,2,105.40,5
10236,3,2004-04-03,2004-04-11,2004-04-08,Shipped,148,1625,1,S24_2000,1960 BSA Gold Star DBD34,Motorcycles,65.51,3,196.53,5
10237,1,2004-04-05,2004-04-12,2004-04-10,Shipped,151,1702,2,S10_1678,1969 Harley Davidson Ultimate Chopper,Motorcycles,91.87,7,643.09,5
10237,2,2004-04-05,2004-04-12,2004-04-10,Shipped,151,1702,2,S10_4698,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,158.80,9,1429.20,5
10237,3,2004-04-05,2004-04-12,2004-04-10,Shipped,151,1702,2,S12_2823,2002 Suzuki XREO,Motorcycles,129.53,6,777.18,5
10237,4,2004-04-05,2004-04-12,2004-04-10,Shipped,151,1702,2,S18_3782,1957 Vespa GS150,Motorcycles,49.74,1,49.74,5
10237,5,2004-04-05,2004-04-12,2004-04-10,Shipped,151,1702,2,S24_1578,1997 BMW R 1100 S,Motorcycles,109.32,8,874.56,5
10237,6,2004-04-05,2004-04-12,2004-04-10,Shipped,151,1702,2,S24_2360,1982 Ducati 900 Monster,Motorcycles,62.33,4,249.32,5
10237,7,2004-04-05,2004-04-12,2004-04-10,Shipped,151,1702,2,S32_2206,1982 Ducati 996 R,Motorcycles,35.00,2,70.00,5
10237,8,2004-04-05,2004-04-12,2004-04-10,Shipped,151,1702,2,S32_4485,1974 Ducati 350 Mk3 Desmo,Motorcycles,94.91,5,474.55,5
10237,9,2004-04-05,2004-04-12,2004-04-10,Shipped,151,1702,2,S50_4713,2002 Yamaha YZR M1,Motorcycles,78.92,3,236.76,5
10238,1,2004-04-09,2004-04-16,2004-04-10,Shipped,157,1002,1,S12_1099,1968 Ford Mustang,Classic Cars,161.49,3,484.47,1
10238,2,2004-04-09,2004-04-16,2004-04-10,Shipped,157,1002,1,S12_3380,1968 Dodge Charger,Classic Cars,104.52,1,104.52,1
10238,3,2004-04-09,2004-04-16,2004-04-10,Shipped,157,1002,1,S12_3990,1970 Plymouth Hemi Cuda,Classic Cars,73.42,4,293.68,1
10238,4,2004-04-09,2004-04-16,2004-04-10,Shipped,157,1002,1,S18_3278,1969 Dodge Super Bee,Classic Cars,68.35,6,410.10,1
10238,5,2004-04-09,2004-04-16,2004-04-10,Shipped,157,1002,1,S18_3482,1976 Ford Gran Torino,Classic Cars,144.05,5,720.25,1
10238,6,2004-04-09,2004-04-16,2004-04-10,Shipped,157,1002,1,S18_4721,1957 Corvette Convertible,Classic Cars,120.53,8,964.24,1
10238,7,2004-04-09,2004-04-16,2004-04-10,Shipped,157,1002,1,S24_3371,1971 Alpine Renault 1600s,Classic Cars,53.88,2,107.76,1
10238,8,2004-04-09,2004-04-16,2004-04-10,Shipped,157,1002,1,S24_4620,1961 Chevrolet Impala,Classic Cars,67.91,7,475.37,1
10239,1,2004-04-12,2004-04-21,2004-04-17,Shipped,161,1056,2,S12_4675,1969 Dodge Charger,Classic Cars,100.19,5,500.95,5
10239,2,2004-04-12,2004-04-21,2004-04-17,Shipped,161,1056,2,S18_1889,1948 Porsche 356-A Roadster,Classic Cars,70.07,4,280.28,5
10239,3,2004-04-12,2004-04-21,2004-04-17,Shipped,161,1056,2,S18_3232,1992 Ferrari 360 Spider red,Classic Cars,135.47,1,135.47,5
10239,4,2004-04-12,2004-04-21,2004-04-17,Shipped,161,1056,2,S24_2972,1982 Lamborghini Diablo,Classic Cars,32.47,2,64.94,5
10239,5,2004-04-12,2004-04-21,2004-04-17,Shipped,161,1056,2,S24_3856,1956 Porsche 356A Coupe,Classic Cars,133.41,3,400.23,5
10240,1,2004-04-13,2004-04-20,2004-04-20,Shipped,166,1076,3,S18_1129,1993 Mazda RX-7,Classic Cars,125.97,3,377.91,7
10240,2,2004-04-13,2004-04-20,2004-04-20,Shipped,166,1076,3,S18_1984,1995 Honda Civic,Classic Cars,136.56,2,273.12,7
10240,3,2004-04-13,2004-04-20,2004-04-20,Shipped,166,1076,3,S18_3685,1948 Porsche Type 356 Roadster,Classic Cars,134.22,1,134.22,7
10241,1,2004-04-13,2004-04-20,2004-04-19,Shipped,167,1088,4,S18_1589,1965 Aston Martin DB5,Classic Cars,119.46,11,1314.06,6
10241,2,2004-04-13,2004-04-20,2004-04-19,Shipped,167,1088,4,S18_1749,1917 Grand Touring Sedan,Vintage Cars,153.00,2,306.00,6
10241,3,2004-04-13,2004-04-20,2004-04-19,Shipped,167,1088,4,S18_2248,1911 Ford Town Car,Vintage Cars,55.70,1,55.70,6
10241,4,2004-04-13,2004-04-20,2004-04-19,Shipped,167,1088,4,S18_2870,1999 Indy 500 Monte Carlo SS,Classic Cars,126.72,12,1520.64,6
10241,5,2004-04-13,2004-04-20,2004-04-19,Shipped,167,1088,4,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,Vintage Cars,77.31,3,231.93,6
10241,6,2004-04-13,2004-04-20,2004-04-19,Shipped,167,1088,4,S18_4933,1957 Ford Thunderbird,Classic Cars,62.72,4,250.88,6
10241,7,2004-04-13,2004-04-20,2004-04-19,Shipped,167,1088,4,S24_1046,1970 Chevy Chevelle SS 454,Classic Cars,72.02,8,576.16,6
10241,8,2004-04-13,2004-04-20,2004-04-19,Shipped,167,1088,4,S24_1628,1966 Shelby Cobra 427 S/C,Classic Cars,47.29,10,472.90,6
10241,9,2004-04-13,2004-04-20,2004-04-19,Shipped,167,1088,4,S24_2766,1949 Jaguar XK 120,Classic Cars,89.05,6,534.30,6
10241,10,2004-04-13,2004-04-20,2004-04-19,Shipped,167,1088,4,S24_2887,1952 Citroen-15CV,Classic Cars,117.44,5,587.20,6
10241,11,2004-04-13,2004-04-20,2004-04-19,Shipped,167,1088,4,S24_3191,1969 Chevrolet Camaro Z28,Classic Cars,69.34,7,485.38,6
10241,12,2004-04-13,2004-04-20,2004-04-19,Shipped,167,1088,4,S24_3432,2002 Chevy Corvette,Classic Cars,107.08,9,963.72,6
10242,1,2004-04-20,2004-04-28,2004-04-25,Shipped,168,1102,5,S24_3969,1936 Mercedes Benz 500k Roadster,Vintage Cars,36.52,1,36.52,5
10243,1,2004-04-26,2004-05-03,2004-04-28,Shipped,169,1143,6,S18_2325,1932 Model A Ford J-Coupe,Vintage Cars,111.87,2,223.74,2
10243,2,2004-04-26,2004-05-03,2004-04-28,Shipped,169,1143,6,S24_1937,1939 Chevrolet Deluxe Coupe,Vintage Cars,30.87,1,30.87,2
10244,1,2004-04-29,2004-05-09,2004-05-04,Shipped,171,1165,7,S18_1342,1937 Lincoln Berline,Vintage Cars,99.66,7,697.62,5
10244,2,2004-04-29,2004-05-09,2004-05-04,Shipped,171,1165,7,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,48.52,6,291.12,5
10244,3,2004-04-29,2004-05-09,2004-05-04,Shipped,171,1165,7,S18_2795,1928 Mercedes-Benz SSK,Vintage Cars,141.75,8,1134.00,5
10244,4,2004-04-29,2004-05-09,2004-05-04,Shipped,171,1165,7,S18_2949,1913 Ford Model T Speedster,Vintage Cars,87.13,1,87.13,5
10244,5,2004-04-29,2004-05-09,2004-05-04,Shipped,171,1165,7,S18_2957,1934 Ford V8 Coupe,Vintage Cars,54.96,3,164.88,5
10244,6,2004-04-29,2004-05-09,2004-05-04,Shipped,171,1165,7,S18_3136,18th Century Vintage Horse Carriage,Vintage Cars,85.87,2,171.74,5
10244,7,2004-04-29,2004-05-09,2004-05-04,Shipped,171,1165,7,S18_3320,1917 Maxwell Touring Car,Vintage Cars,87.30,5,436.50,5
10244,8,2004-04-29,2004-05-09,2004-05-04,Shipped,171,1165,7,S24_2022,1938 Cadillac V-16 Presidential Limousine,Vintage Cars,42.11,9,378.99,5
10244,9,2004-04-29,2004-05-09,2004-05-04,Shipped,171,1165,7,S24_4258,1936 Chrysler Airflow,Vintage Cars,97.39,4,389.56,5
10245,1,2004-05-04,2004-05-12,2004-05-09,Shipped,172,1166,1,S10_1949,1952 Alpine Renault 1300,Classic Cars,195.01,9,1755.09,5
10245,2,2004-05-04,2004-05-12,2004-05-09,Shipped,172,1166,1,S10_4962,1962 LanciaA Delta 16V,Classic Cars,147.74,2,295.48,5
10245,3,2004-05-04,2004-05-12,2004-05-09,Shipped,172,1166,1,S12_1666,1958 Setra Bus,Trucks and Buses,120.27,6,721.62,5
10245,4,2004-05-04,2004-05-12,2004-05-09,Shipped,172,1166,1,S18_1097,1940 Ford Pickup Truck,Trucks and Buses,114.34,8,914.72,5
10245,5,2004-05-04,2004-05-12,2004-05-09,Shipped,172,1166,1,S18_4600,1940s Ford truck,Trucks and Buses,111.39,3,334.17,5
10245,6,2004-05-04,2004-05-12,2004-05-09,Shipped,172,1166,1,S18_4668,1939 Cadillac Limousine,Vintage Cars,48.80,7,341.60,5
10245,7,2004-05-04,2004-05-12,2004-05-09,Shipped,172,1166,1,S32_1268,1980�s GM Manhattan Express,Trucks and Buses,81.86,1,81.86,5
10245,8,2004-05-04,2004-05-12,2004-05-09,Shipped,172,1166,1,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,Trucks and Buses,54.94,5,274.70,5
10245,9,2004-05-04,2004-05-12,2004-05-09,Shipped,172,1166,1,S700_2824,1982 Camaro Z28,Classic Cars,81.93,4,327.72,5
10246,1,2004-05-05,2004-05-13,2004-05-06,Shipped,173,1188,2,S12_4473,1957 Chevy Pickup,Trucks and Buses,99.54,5,497.70,1
10246,2,2004-05-05,2004-05-13,2004-05-06,Shipped,173,1188,2,S18_2238,1998 Chrysler Plymouth Prowler,Classic Cars,144.08,4,576.32,1
10246,3,2004-05-05,2004-05-13,2004-05-06,Shipped,173,1188,2,S18_2319,1964 Mercedes Tour Bus,Trucks and Buses,100.64,8,805.12,1
10246,4,2004-05-05,2004-05-13,2004-05-06,Shipped,173,1188,2,S18_2432,1926 Ford Fire Engine,Trucks and Buses,57.73,11,635.03,1
10246,5,2004-05-05,2004-05-13,2004-05-06,Shipped,173,1188,2,S18_3232,1992 Ferrari 360 Spider red,Classic Cars,145.63,9,1310.67,1
10246,6,2004-05-05,2004-05-13,2004-05-06,Shipped,173,1188,2,S24_1444,1970 Dodge Coronet,Classic Cars,46.24,2,92.48,1
10246,7,2004-05-05,2004-05-13,2004-05-06,Shipped,173,1188,2,S24_2300,1962 Volkswagen Microbus,Trucks and Buses,118.84,10,1188.40,1
10246,8,2004-05-05,2004-05-13,2004-05-06,Shipped,173,1188,2,S24_2840,1958 Chevy Corvette Limited Edition,Classic Cars,34.65,6,207.90,1
10246,9,2004-05-05,2004-05-13,2004-05-06,Shipped,173,1188,2,S24_4048,1992 Porsche Cayenne Turbo Silver,Classic Cars,100.54,1,100.54,1
10246,10,2004-05-05,2004-05-13,2004-05-06,Shipped,173,1188,2,S32_2509,1954 Greyhound Scenicruiser,Trucks and Buses,45.45,7,318.15,1
10246,11,2004-05-05,2004-05-13,2004-05-06,Shipped,173,1188,2,S50_1392,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,113.44,3,340.32,1
10247,1,2004-05-05,2004-05-11,2004-05-08,Shipped,175,1216,3,S12_1108,2001 Ferrari Enzo,Classic Cars,195.33,2,390.66,3
10247,2,2004-05-05,2004-05-11,2004-05-08,Shipped,175,1216,3,S12_3148,1969 Corvair Monza,Classic Cars,140.50,3,421.50,3
10247,3,2004-05-05,2004-05-11,2004-05-08,Shipped,175,1216,3,S12_3891,1969 Ford Falcon,Classic Cars,167.83,1,167.83,3
10247,4,2004-05-05,2004-05-11,2004-05-08,Shipped,175,1216,3,S18_4027,1970 Triumph Spitfire,Classic Cars,143.62,5,718.10,3
10247,5,2004-05-05,2004-05-11,2004-05-08,Shipped,175,1216,3,S32_3207,1950's Chicago Surface Lines Streetcar,Trains,58.41,6,350.46,3
10247,6,2004-05-05,2004-05-11,2004-05-08,Shipped,175,1216,3,S50_1514,1962 City of Detroit Streetcar,Trains,51.55,4,206.20,3
10248,1,2004-05-07,2004-05-14,2004-05-08,Cancelled,177,1286,4,S10_4757,1972 Alfa Romeo GTA,Classic Cars,126.48,3,379.44,1
10248,2,2004-05-07,2004-05-14,2004-05-08,Cancelled,177,1286,4,S18_3029,1999 Yamaha Speed Boat,Ships,80.86,1,80.86,1
10248,3,2004-05-07,2004-05-14,2004-05-08,Cancelled,177,1286,4,S18_3140,1903 Ford Model A,Vintage Cars,133.86,12,1606.32,1
10248,4,2004-05-07,2004-05-14,2004-05-08,Cancelled,177,1286,4,S18_3259,Collectable Wooden Train,Trains,95.80,14,1341.20,1
10248,5,2004-05-07,2004-05-14,2004-05-08,Cancelled,177,1286,4,S18_4522,1904 Buick Runabout,Vintage Cars,87.77,11,965.47,1
10248,6,2004-05-07,2004-05-14,2004-05-08,Cancelled,177,1286,4,S24_2011,18th century schooner,Ships,122.89,10,1228.90,1
10248,7,2004-05-07,2004-05-14,2004-05-08,Cancelled,177,1286,4,S24_3151,1912 Ford Model T Delivery Wagon,Vintage Cars,85.85,5,429.25,1
10248,8,2004-05-07,2004-05-14,2004-05-08,Cancelled,177,1286,4,S24_3816,1940 Ford Delivery Sedan,Vintage Cars,83.02,2,166.04,1
10248,9,2004-05-07,2004-05-14,2004-05-08,Cancelled,177,1286,4,S700_1138,The Schooner Bluenose,Ships,66.00,6,396.00,1
10248,10,2004-05-07,2004-05-14,2004-05-08,Cancelled,177,1286,4,S700_1938,The Mayflower,Ships,81.41,13,1058.33,1
10248,11,2004-05-07,2004-05-14,2004-05-08,Cancelled,177,1286,4,S700_2610,The USS Constitution Ship,Ships,69.39,4,277.56,1
10248,12,2004-05-07,2004-05-14,2004-05-08,Cancelled,177,1286,4,S700_3505,The Titanic,Ships,84.14,7,588.98,1
10248,13,2004-05-07,2004-05-14,2004-05-08,Cancelled,177,1286,4,S700_3962,The Queen Mary,Ships,92.36,8,738.88,1
10248,14,2004-05-07,2004-05-14,2004-05-08,Cancelled,177,1286,4,S72_3212,Pont Yacht,Ships,53.51,9,481.59,1
10249,1,2004-05-08,2004-05-17,2004-05-11,Shipped,181,1323,5,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,Vintage Cars,88.93,5,444.65,3
10249,2,2004-05-08,2004-05-17,2004-05-11,Shipped,181,1323,5,S24_2841,1900s Vintage Bi-Plane,Planes,54.81,1,54.81,3
10249,3,2004-05-08,2004-05-17,2004-05-11,Shipped,181,1323,5,S24_3420,1937 Horch 930V Limousine,Vintage Cars,65.75,2,131.50,3
10249,4,2004-05-08,2004-05-17,2004-05-11,Shipped,181,1323,5,S700_2047,HMS Bounty,Ships,85.99,4,343.96,3
10249,5,2004-05-08,2004-05-17,2004-05-11,Shipped,181,1323,5,S72_1253,Boeing X-32A JSF,Planes,49.16,3,147.48,3
10250,1,2004-05-11,2004-05-19,2004-05-15,Shipped,186,1337,6,S18_1662,1980s Black Hawk Helicopter,Planes,148.23,14,2075.22,4
10250,2,2004-05-11,2004-05-19,2004-05-15,Shipped,186,1337,6,S18_2581,P-51-D Mustang,Planes,84.48,4,337.92,4
10250,3,2004-05-11,2004-05-19,2004-05-15,Shipped,186,1337,6,S24_1785,1928 British Royal Navy Airplane,Planes,95.20,6,571.20,4
10250,4,2004-05-11,2004-05-19,2004-05-15,Shipped,186,1337,6,S24_2000,1960 BSA Gold Star DBD34,Motorcycles,63.22,1,63.22,4
10250,5,2004-05-11,2004-05-19,2004-05-15,Shipped,186,1337,6,S24_3949,Corsair F4U ( Bird Cage),Planes,61.42,13,798.46,4
10250,6,2004-05-11,2004-05-19,2004-05-15,Shipped,186,1337,6,S24_4278,1900s Vintage Tri-Plane,Planes,72.45,5,362.25,4
10250,7,2004-05-11,2004-05-19,2004-05-15,Shipped,186,1337,6,S32_1374,1997 BMW F650 ST,Motorcycles,99.89,2,199.78,4
10250,8,2004-05-11,2004-05-19,2004-05-15,Shipped,186,1337,6,S32_4289,1928 Ford Phaeton Deluxe,Vintage Cars,62.60,7,438.20,4
10250,9,2004-05-11,2004-05-19,2004-05-15,Shipped,186,1337,6,S50_1341,1930 Buick Marquette Phaeton,Vintage Cars,36.66,8,293.28,4
10250,10,2004-05-11,2004-05-19,2004-05-15,Shipped,186,1337,6,S700_1691,American Airlines: B767-300,Planes,91.34,9,822.06,4
10250,11,2004-05-11,2004-05-19,2004-05-15,Shipped,186,1337,6,S700_2466,America West Airlines B757-200,Planes,90.75,11,998.25,4
10250,12,2004-05-11,2004-05-19,2004-05-15,Shipped,186,1337,6,S700_2834,ATA: B757-300,Planes,98.48,3,295.44,4
10250,13,2004-05-11,2004-05-19,2004-05-15,Shipped,186,1337,6,S700_3167,F/A 18 Hornet 1/72,Planes,76.00,10,760.00,4
10250,14,2004-05-11,2004-05-19,2004-05-15,Shipped,186,1337,6,S700_4002,American Airlines: MD-11S,Planes,65.89,12,790.68,4
10251,1,2004-05-18,2004-05-24,2004-05-24,Shipped,187,1370,7,S10_1678,1969 Harley Davidson Ultimate Chopper,Motorcycles,93.79,2,187.58,6
10251,2,2004-05-18,2004-05-24,2004-05-24,Shipped,187,1370,7,S10_2016,1996 Moto Guzzi 1100i,Motorcycles,115.37,5,576.85,6
10251,3,2004-05-18,2004-05-24,2004-05-24,Shipped,187,1370,7,S10_4698,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,172.36,4,689.44,6
10251,4,2004-05-18,2004-05-24,2004-05-24,Shipped,187,1370,7,S12_2823,2002 Suzuki XREO,Motorcycles,129.53,1,129.53,6
10251,5,2004-05-18,2004-05-24,2004-05-24,Shipped,187,1370,7,S18_2625,1936 Harley Davidson El Knucklehead,Motorcycles,58.15,6,348.90,6
10251,6,2004-05-18,2004-05-24,2004-05-24,Shipped,187,1370,7,S24_1578,1997 BMW R 1100 S,Motorcycles,91.29,3,273.87,6
10252,1,2004-05-26,2004-06-04,2004-05-29,Shipped,189,1401,1,S18_3278,1969 Dodge Super Bee,Classic Cars,74.78,2,149.56,3
10252,2,2004-05-26,2004-06-04,2004-05-29,Shipped,189,1401,1,S18_3482,1976 Ford Gran Torino,Classic Cars,145.52,1,145.52,3
10252,3,2004-05-26,2004-06-04,2004-05-29,Shipped,189,1401,1,S18_3782,1957 Vespa GS150,Motorcycles,50.36,5,251.80,3
10252,4,2004-05-26,2004-06-04,2004-05-29,Shipped,189,1401,1,S18_4721,1957 Corvette Convertible,Classic Cars,127.97,4,511.88,3
10252,5,2004-05-26,2004-06-04,2004-05-29,Shipped,189,1401,1,S24_2360,1982 Ducati 900 Monster,Motorcycles,63.03,8,504.24,3
10252,6,2004-05-26,2004-06-04,2004-05-29,Shipped,189,1401,1,S24_4620,1961 Chevrolet Impala,Classic Cars,69.52,3,208.56,3
10252,7,2004-05-26,2004-06-04,2004-05-29,Shipped,189,1401,1,S32_2206,1982 Ducati 996 R,Motorcycles,36.21,6,217.26,3
10252,8,2004-05-26,2004-06-04,2004-05-29,Shipped,189,1401,1,S32_4485,1974 Ducati 350 Mk3 Desmo,Motorcycles,93.89,9,845.01,3
10252,9,2004-05-26,2004-06-04,2004-05-29,Shipped,189,1401,1,S50_4713,2002 Yamaha YZR M1,Motorcycles,72.41,7,506.87,3
10253,1,2004-06-01,2004-06-09,2004-06-02,Cancelled,198,1501,2,S12_1099,1968 Ford Mustang,Classic Cars,157.60,13,2048.80,1
10253,2,2004-06-01,2004-06-09,2004-06-02,Cancelled,198,1501,2,S12_3380,1968 Dodge Charger,Classic Cars,102.17,11,1123.87,1
10253,3,2004-06-01,2004-06-09,2004-06-02,Cancelled,198,1501,2,S12_3990,1970 Plymouth Hemi Cuda,Classic Cars,67.03,14,938.42,1
10253,4,2004-06-01,2004-06-09,2004-06-02,Cancelled,198,1501,2,S12_4675,1969 Dodge Charger,Classic Cars,109.40,10,1094.00,1
10253,5,2004-06-01,2004-06-09,2004-06-02,Cancelled,198,1501,2,S18_1129,1993 Mazda RX-7,Classic Cars,130.22,5,651.10,1
10253,6,2004-06-01,2004-06-09,2004-06-02,Cancelled,198,1501,2,S18_1589,1965 Aston Martin DB5,Classic Cars,103.29,1,103.29,1
10253,7,2004-06-01,2004-06-09,2004-06-02,Cancelled,198,1501,2,S18_1889,1948 Porsche 356-A Roadster,Classic Cars,67.76,9,609.84,1
10253,8,2004-06-01,2004-06-09,2004-06-02,Cancelled,198,1501,2,S18_1984,1995 Honda Civic,Classic Cars,130.87,4,523.48,1
10253,9,2004-06-01,2004-06-09,2004-06-02,Cancelled,198,1501,2,S18_2870,1999 Indy 500 Monte Carlo SS,Classic Cars,114.84,2,229.68,1
10253,10,2004-06-01,2004-06-09,2004-06-02,Cancelled,198,1501,2,S18_3232,1992 Ferrari 360 Spider red,Classic Cars,145.63,6,873.78,1
10253,11,2004-06-01,2004-06-09,2004-06-02,Cancelled,198,1501,2,S18_3685,1948 Porsche Type 356 Roadster,Classic Cars,139.87,3,419.61,1
10253,12,2004-06-01,2004-06-09,2004-06-02,Cancelled,198,1501,2,S24_2972,1982 Lamborghini Diablo,Classic Cars,34.74,7,243.18,1
10253,13,2004-06-01,2004-06-09,2004-06-02,Cancelled,198,1501,2,S24_3371,1971 Alpine Renault 1600s,Classic Cars,50.82,12,609.84,1
10253,14,2004-06-01,2004-06-09,2004-06-02,Cancelled,198,1501,2,S24_3856,1956 Porsche 356A Coupe,Classic Cars,115.15,8,921.20,1
10254,1,2004-06-03,2004-06-13,2004-06-04,Shipped,201,1504,3,S18_1749,1917 Grand Touring Sedan,Vintage Cars,137.70,5,688.50,1
10254,2,2004-06-03,2004-06-13,2004-06-04,Shipped,201,1504,3,S18_2248,1911 Ford Town Car,Vintage Cars,55.09,4,220.36,1
10254,3,2004-06-03,2004-06-13,2004-06-04,Shipped,201,1504,3,S18_2325,1932 Model A Ford J-Coupe,Vintage Cars,102.98,2,205.96,1
10254,4,2004-06-03,2004-06-13,2004-06-04,Shipped,201,1504,3,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,Vintage Cars,80.99,6,485.94,1
