sales_key,order_number,order_line_number,order_date_key,product_key,customer_key,employee_key,status_key,quantity,unit_price,sales_amount,shipping_days
891,10193,12,20031121,54,94,2,3,16,66.28,1060.48,6
892,10193,13,20031121,60,94,2,3,10,32.19,321.90,6
893,10193,14,20031121,63,94,2,3,9,44.80,403.20,6
894,10193,15,20031121,79,94,2,3,12,38.16,457.92,6
895,10193,16,20031121,81,94,2,3,4,92.52,370.08,6
896,10194,1,20031125,2,95,3,3,11,203.59,2239.49,1
897,10194,2,20031125,6,95,3,3,4,134.44,537.76,1
898,10194,3,20031125,9,95,3,3,8,124.37,994.96,1
899,10194,4,20031125,17,95,3,3,10,103.84,1038.40,1
900,10194,5,20031125,30,95,3,3,2,51.05,102.10,1
901,10194,6,20031125,51,95,3,3,5,113.82,569.10,1
902,10194,7,20031125,52,95,3,3,9,47.79,430.11,1
903,10194,8,20031125,64,95,3,3,1,112.46,112.46,1
904,10194,9,20031125,84,95,3,3,3,77.05,231.15,1
905,10194,10,20031125,89,95,3,3,7,61.41,429.87,1
906,10194,11,20031125,102,95,3,3,6,80.92,485.52,1
907,10195,1,20031125,15,96,4,3,6,118.50,711.00,3
908,10195,2,20031125,26,96,4,3,5,139.17,695.85,3
909,10195,3,20031125,28,96,4,3,9,112.91,1016.19,3
910,10195,4,20031125,40,96,4,3,10,150.71,1507.10,3
911,10195,5,20031125,56,96,4,3,3,54.33,162.99,3
912,10195,6,20031125,67,96,4,3,7,31.82,222.74,3
913,10195,7,20031125,80,96,4,3,2,95.81,191.62,3
914,10195,8,20031125,87,96,4,3,8,51.95,415.60,3
915,10195,9,20031125,88,96,4,3,1,59.03,59.03,3
916,10195,10,20031125,93,96,4,3,4,97.23,388.92,3
917,10196,1,20031126,8,97,5,3,5,203.64,1018.20,5
918,10196,2,20031126,11,97,5,3,6,151.08,906.48,5
919,10196,3,20031126,13,97,5,3,4,147.07,588.28,5
920,10196,4,20031126,39,97,5,3,1,127.03,127.03,5
921,10196,5,20031126,41,97,5,3,3,81.68,245.04,5
922,10196,6,20031126,48,97,5,3,8,126.39,1011.12,5
923,10196,7,20031126,94,97,5,3,7,56.82,397.74,5
924,10196,8,20031126,98,97,5,3,2,84.88,169.76,5
925,10197,1,20031126,5,98,6,3,6,118.32,709.92,5
926,10197,2,20031126,37,98,6,3,4,83.44,333.76,5
927,10197,3,20031126,47,98,6,3,3,85.75,257.25,5
928,10197,4,20031126,50,98,6,3,14,78.99,1105.86,5
929,10197,5,20031126,62,98,6,3,13,109.37,1421.81,5
930,10197,6,20031126,71,98,6,3,8,83.20,665.60,5
931,10197,7,20031126,76,98,6,3,5,67.93,339.65,5
932,10197,8,20031126,96,98,6,3,9,60.00,540.00,5
933,10197,9,20031126,99,98,6,3,2,78.75,157.50,5
934,10197,10,20031126,101,98,6,3,7,66.50,465.50,5
935,10197,11,20031126,105,98,6,3,10,100.17,1001.70,5
936,10197,12,20031126,106,98,6,3,11,88.39,972.29,5
937,10197,13,20031126,108,98,6,3,1,39.73,39.73,5
938,10197,14,20031126,109,98,6,3,12,48.59,583.08,5
939,10198,1,20031127,22,99,7,3,4,149.81,599.24,6
940,10198,2,20031127,68,99,7,3,5,60.97,304.85,6
941,10198,3,20031127,74,99,7,3,6,61.81,370.86,6
942,10198,4,20031127,78,99,7,3,3,65.51,196.53,6
943,10198,5,20031127,100,99,7,3,1,94.73,94.73,6
944,10198,6,20031127,107,99,7,3,2,74.03,148.06,6
945,10199,1,20031201,92,100,8,3,1,37.97,37.97,5
946,10199,2,20031201,97,100,8,3,2,81.29,162.58,5
947,10199,3,20031201,104,100,8,3,3,70.40,211.20,5
948,10200,1,20031201,31,101,9,3,3,74.34,223.02,5
949,10200,2,20031201,59,101,9,3,5,99.57,497.85,5
950,10200,3,20031201,82,101,9,3,4,70.28,281.12,5
951,10200,4,20031201,85,101,9,3,1,80.91,80.91,5
952,10200,5,20031201,90,101,9,3,6,65.35,392.10,5
953,10200,6,20031201,103,101,9,3,2,115.09,230.18,5
954,10201,1,20031201,1,102,10,3,2,82.30,164.60,1
955,10201,2,20031201,3,102,10,3,5,116.56,582.80,1
956,10201,3,20031201,4,102,10,3,4,191.72,766.88,1
957,10201,4,20031201,10,102,10,3,1,126.52,126.52,1
958,10201,5,20031201,32,102,10,3,6,48.46,290.76,1
959,10201,6,20031201,57,102,10,3,3,93.54,280.62,1
960,10201,7,20031201,61,102,10,3,7,66.27,463.89,1
961,10202,1,20031202,46,103,11,3,3,55.33,165.99,4
962,10202,2,20031202,53,103,11,3,2,124.99,249.98,4
963,10202,3,20031202,65,103,11,3,6,56.10,336.60,4
964,10202,4,20031202,83,103,11,3,1,75.18,75.18,4
965,10202,5,20031202,86,103,11,3,4,33.39,133.56,4
966,10202,6,20031202,91,103,11,3,7,81.64,571.48,4
967,10202,7,20031202,95,103,11,3,5,79.73,398.65,4
968,10203,1,20031202,7,104,12,3,8,161.49,1291.92,5
969,10203,2,20031202,12,104,12,3,6,111.57,669.42,5
970,10203,3,20031202,14,104,12,3,9,63.84,574.56,5
971,10203,4,20031202,16,104,12,3,5,115.16,575.80,5
972,10203,5,20031202,24,104,12,3,4,73.15,292.60,5
973,10203,6,20031202,40,104,12,3,1,157.49,157.49,5
974,10203,7,20031202,42,104,12,3,11,66.74,734.14,5
975,10203,8,20031202,44,104,12,3,10,127.88,1278.80,5
976,10203,9,20031202,70,104,12,3,2,33.23,66.46,5
977,10203,10,20031202,73,104,12,3,7,56.94,398.58,5
978,10203,11,20031202,77,104,12,3,3,140.43,421.29,5
979,10204,1,20031202,18,105,13,3,17,114.65,1949.05,2
980,10204,2,20031202,21,105,13,3,13,113.24,1472.12,2
981,10204,3,20031202,23,105,13,3,4,153.00,612.00,2
982,10204,4,20031202,25,105,13,3,16,133.72,2139.52,2
983,10204,5,20031202,27,105,13,3,3,59.33,177.99,2
984,10204,6,20031202,29,105,13,3,1,119.50,119.50,2
985,10204,7,20031202,34,105,13,3,14,106.92,1496.88,2
986,10204,8,20031202,45,105,13,3,15,132.80,1992.00,2
987,10204,9,20031202,49,105,13,3,5,83.75,418.75,2
988,10204,10,20031202,54,105,13,3,6,69.84,419.04,2
989,10204,11,20031202,55,105,13,3,10,69.82,698.20,2
990,10204,12,20031202,58,105,13,3,12,46.79,561.48,2
991,10204,13,20031202,66,105,13,3,8,79.06,632.48,2
992,10204,14,20031202,69,105,13,3,7,112.74,789.18,2
993,10204,15,20031202,72,105,13,3,9,84.75,762.75,2
994,10204,16,20031202,75,105,13,3,11,104.94,1154.34,2
995,10204,17,20031202,79,105,13,3,2,34.88,69.76,2
996,10205,1,20031203,19,106,14,3,2,98.63,197.26,4
997,10205,2,20031203,20,106,14,3,1,45.82,45.82,4
998,10205,3,20031203,33,106,14,3,3,138.38,415.14,4
999,10205,4,20031203,60,106,14,3,5,27.88,139.40,4
1000,10205,5,20031203,63,106,14,3,4,36.74,146.96,4
1001,10206,1,20031205,2,107,15,3,6,203.59,1221.54,3
1002,10206,2,20031205,9,107,15,3,3,109.34,328.02,3
1003,10206,3,20031205,17,107,15,3,5,115.50,577.50,3
1004,10206,4,20031205,35,107,15,3,7,98.27,687.89,3
1005,10206,5,20031205,36,107,15,3,9,51.84,466.56,3
1006,10206,6,20031205,38,107,15,3,8,102.63,821.04,3
1007,10206,7,20031205,43,107,15,3,11,99.21,1091.31,3
1008,10206,8,20031205,52,107,15,3,4,45.78,183.12,3
1009,10206,9,20031205,81,107,15,3,10,95.44,954.40,3
1010,10206,10,20031205,89,107,15,3,2,54.94,109.88,3
1011,10206,11,20031205,102,107,15,3,1,89.01,89.01,3
1012,10207,1,20031209,6,108,16,3,15,125.58,1883.70,2
1013,10207,2,20031209,15,108,16,3,7,95.99,671.93,2
1014,10207,3,20031209,26,108,16,3,6,140.81,844.86,2
1015,10207,4,20031209,28,108,16,3,10,109.23,1092.30,2
1016,10207,5,20031209,30,108,16,3,13,60.77,790.01,2
1017,10207,6,20031209,40,108,16,3,11,140.55,1546.05,2
1018,10207,7,20031209,48,108,16,3,1,143.62,143.62,2
1019,10207,8,20031209,51,108,16,3,16,119.87,1917.92,2
1020,10207,9,20031209,56,108,16,3,4,57.80,231.20,2
1021,10207,10,20031209,64,108,16,3,12,127.79,1533.48,2
1022,10207,11,20031209,67,108,16,3,8,30.76,246.08,2
1023,10207,12,20031209,80,108,16,3,3,108.82,326.46,2
1024,10207,13,20031209,84,108,16,3,14,84.75,1186.50,2
1025,10207,14,20031209,87,108,16,3,9,51.95,467.55,2
1026,10207,15,20031209,88,108,16,3,2,55.30,110.60,2
1027,10207,16,20031209,93,108,16,3,5,106.49,532.45,2
1028,10208,1,20040102,8,109,17,3,13,176.63,2296.19,2
1029,10208,2,20040102,11,109,17,3,14,128.42,1797.88,2
1030,10208,3,20040102,13,109,17,3,12,152.26,1827.12,2
1031,10208,4,20040102,39,109,17,3,9,117.47,1057.23,2
1032,10208,5,20040102,41,109,17,3,11,96.81,1064.91,2
1033,10208,6,20040102,50,109,17,3,8,72.85,582.80,2
1034,10208,7,20040102,62,109,17,3,7,122.89,860.23,2
1035,10208,8,20040102,71,109,17,3,2,80.54,161.08,2
1036,10208,9,20040102,94,109,17,3,15,57.99,869.85,2
1037,10208,10,20040102,96,109,17,3,3,56.67,170.01,2
1038,10208,11,20040102,98,109,17,3,10,73.62,736.20,2
1039,10208,12,20040102,101,109,17,3,1,63.61,63.61,2
1040,10208,13,20040102,105,109,17,3,4,95.16,380.64,2
1041,10208,14,20040102,106,109,17,3,5,95.34,476.70,2
1042,10208,15,20040102,109,109,17,3,6,48.05,288.30,2
1043,10209,1,20040109,5,110,18,3,8,129.20,1033.60,3
1044,10209,2,20040109,37,110,18,3,6,82.58,495.48,3
1045,10209,3,20040109,47,110,18,3,5,97.40,487.00,3
1046,10209,4,20040109,68,110,18,3,1,66.45,66.45,3
1047,10209,5,20040109,74,110,18,3,2,56.55,113.10,3
1048,10209,6,20040109,76,110,18,3,7,79.67,557.69,3
1049,10209,7,20040109,99,110,18,3,4,90.52,362.08,3
1050,10209,8,20040109,108,110,18,3,3,44.20,132.60,3
1051,10210,1,20040112,3,111,19,3,2,112.99,225.98,8
1052,10210,2,20040112,4,111,19,3,1,189.79,189.79,8
1053,10210,3,20040112,22,111,19,3,17,141.92,2412.64,8
1054,10210,4,20040112,31,111,19,3,7,68.43,479.01,8
1055,10210,5,20040112,32,111,19,3,3,51.48,154.44,8
1056,10210,6,20040112,59,111,19,3,9,100.67,906.03,8
1057,10210,7,20040112,61,111,19,3,4,63.22,252.88,8
1058,10210,8,20040112,78,111,19,3,16,56.64,906.24,8
1059,10210,9,20040112,82,111,19,3,8,68.10,544.80,8
1060,10210,10,20040112,85,111,19,3,5,84.91,424.55,8
1061,10210,11,20040112,90,111,19,3,10,57.10,571.00,8
1062,10210,12,20040112,92,111,19,3,11,43.20,475.20,8
1063,10210,13,20040112,97,111,19,3,12,87.69,1052.28,8
1064,10210,14,20040112,100,111,19,3,14,93.74,1312.36,8
1065,10210,15,20040112,103,111,19,3,6,98.48,590.88,8
1066,10210,16,20040112,104,111,19,3,13,64.00,832.00,8
1067,10210,17,20040112,107,111,19,3,15,60.70,910.50,8
1068,10211,1,20040115,1,112,20,3,14,90.92,1272.88,3
1069,10211,2,20040115,7,112,20,3,2,171.22,342.44,3
1070,10211,3,20040115,10,112,20,3,13,126.52,1644.76,3
1071,10211,4,20040115,14,112,20,3,3,79.80,239.40,3
1072,10211,5,20040115,42,112,20,3,5,73.17,365.85,3
1073,10211,6,20040115,44,112,20,3,4,138.17,552.68,3
1074,10211,7,20040115,46,112,20,3,8,60.30,482.40,3
1075,10211,8,20040115,53,112,20,3,7,148.80,1041.60,3
1076,10211,9,20040115,57,112,20,3,15,109.32,1639.80,3
1077,10211,10,20040115,65,112,20,3,11,62.33,685.63,3
1078,10211,11,20040115,73,112,20,3,1,52.66,52.66,3
1079,10211,12,20040115,83,112,20,3,6,80.84,485.04,3
1080,10211,13,20040115,86,112,20,3,9,39.83,358.47,3
1081,10211,14,20040115,91,112,20,3,12,94.91,1138.92,3
1082,10211,15,20040115,95,112,20,3,10,70.78,707.80,3
1083,10212,1,20040116,12,113,21,3,16,99.82,1597.12,2
1084,10212,2,20040116,16,113,21,3,15,110.55,1658.25,2
1085,10212,3,20040116,18,113,21,3,10,117.48,1174.80,2
1086,10212,4,20040116,21,113,21,3,6,105.77,634.62,2
1087,10212,5,20040116,24,113,21,3,14,64.68,905.52,2
1088,10212,6,20040116,25,113,21,3,9,133.72,1203.48,2
1089,10212,7,20040116,34,113,21,3,7,117.48,822.36,2
1090,10212,8,20040116,40,113,21,3,11,155.79,1713.69,2
1091,10212,9,20040116,45,113,21,3,8,115.85,926.80,2
1092,10212,10,20040116,55,113,21,3,3,61.73,185.19,2
1093,10212,11,20040116,58,113,21,3,5,43.27,216.35,2
1094,10212,12,20040116,66,113,21,3,1,81.78,81.78,2
1095,10212,13,20040116,70,113,21,3,12,37.38,448.56,2
1096,10212,14,20040116,72,113,21,3,2,77.91,155.82,2
1097,10212,15,20040116,75,113,21,3,4,100.66,402.64,2
1098,10212,16,20040116,77,113,21,3,13,117.96,1533.48,2
1099,10213,1,20040122,49,114,22,3,1,84.67,84.67,5
1100,10213,2,20040122,54,114,22,3,2,58.44,116.88,5
1101,10213,3,20040122,69,114,22,3,3,97.48,292.44,5
1102,10214,1,20040126,23,115,23,3,7,166.60,1166.20,3
1103,10214,2,20040126,27,115,23,3,6,53.28,319.68,3
1104,10214,3,20040126,29,115,23,3,4,125.86,503.44,3
1105,10214,4,20040126,33,115,23,3,1,167.06,167.06,3
1106,10214,5,20040126,60,115,23,3,3,32.19,96.57,3
1107,10214,6,20040126,63,115,23,3,2,39.87,79.74,3
1108,10214,7,20040126,79,115,23,3,5,38.57,192.85,3
1109,10215,1,20040129,2,116,1,3,3,205.73,617.19,3
1110,10215,2,20040129,17,116,1,3,2,100.34,200.68,3
1111,10215,3,20040129,19,116,1,3,10,92.47,924.70,3
1112,10215,4,20040129,20,116,1,3,9,53.91,485.19,3
1113,10215,5,20040129,35,116,1,3,4,97.26,389.04,3
1114,10215,6,20040129,36,116,1,3,6,56.21,337.26,3
1115,10215,7,20040129,38,116,1,3,5,89.01,445.05,3
1116,10215,8,20040129,43,116,1,3,8,84.33,674.64,3
1117,10215,9,20040129,52,116,1,3,1,42.76,42.76,3
1118,10215,10,20040129,81,116,1,3,7,94.47,661.29,3
1119,10216,1,20040202,9,117,2,3,1,133.94,133.94,2
1120,10217,1,20040204,6,118,3,3,4,132.97,531.88,2
1121,10217,2,20040204,30,118,3,3,2,58.34,116.68,2
1122,10217,3,20040204,51,118,3,3,5,118.66,593.30,2
1123,10217,4,20040204,64,118,3,3,1,103.51,103.51,2
1124,10217,5,20040204,84,118,3,3,3,78.97,236.91,2
1125,10217,6,20040204,89,118,3,3,7,56.24,393.68,2
1126,10217,7,20040204,102,118,3,3,6,90.02,540.12,2
1127,10218,1,20040209,28,119,4,3,1,110.46,110.46,2
1128,10218,2,20040209,40,119,4,3,2,152.41,304.82,2
1129,10219,1,20040210,15,120,5,3,2,94.80,189.60,2
1130,10219,2,20040210,26,120,5,3,1,132.62,132.62,2
1131,10219,3,20040210,67,120,5,3,3,31.12,93.36,2
1132,10219,4,20040210,87,120,5,3,4,47.62,190.48,2
1133,10220,1,20040212,8,121,6,3,2,189.10,378.20,4
1134,10220,2,20040212,11,121,6,3,3,151.08,453.24,4
1135,10220,3,20040212,13,121,6,3,1,166.10,166.10,4
1136,10220,4,20040212,48,121,6,3,5,126.39,631.95,4
1137,10220,5,20040212,56,121,6,3,8,48.55,388.40,4
1138,10220,6,20040212,80,121,6,3,7,101.72,712.04,4
1139,10220,7,20040212,88,121,6,3,6,49.71,298.26,4
1140,10220,8,20040212,93,121,6,3,9,92.60,833.40,4
1141,10220,9,20040212,94,121,6,3,4,56.82,227.28,4
1142,10221,1,20040218,39,122,7,3,3,133.86,401.58,1
1143,10221,2,20040218,41,122,7,3,5,89.75,448.75,1
1144,10221,3,20040218,50,122,7,3,2,84.26,168.52,1
1145,10221,4,20040218,62,122,7,3,1,113.06,113.06,1
1146,10221,5,20040218,98,122,7,3,4,69.29,277.16,1
1147,10222,1,20040219,5,1,8,3,12,133.28,1599.36,1
1148,10222,2,20040219,22,1,8,3,4,137.19,548.76,1
1149,10222,3,20040219,37,1,8,3,10,79.14,791.40,1
1150,10222,4,20040219,47,1,8,3,9,88.93,800.37,1
1151,10222,5,20040219,68,1,8,3,5,56.86,284.30,1
1152,10222,6,20040219,71,1,8,3,14,74.35,1040.90,1
1153,10222,7,20040219,74,1,8,3,6,61.15,366.90,1
1154,10222,8,20040219,76,1,8,3,11,77.99,857.89,1
1155,10222,9,20040219,78,1,8,3,3,55.27,165.81,1
1156,10222,10,20040219,96,1,8,3,15,58.67,880.05,1
1157,10222,11,20040219,99,1,8,3,8,80.56,644.48,1
1158,10222,12,20040219,100,1,8,3,1,90.75,90.75,1
1159,10222,13,20040219,101,1,8,3,13,69.39,902.07,1
1160,10222,14,20040219,105,1,8,3,16,84.14,1346.24,1
1161,10222,15,20040219,106,1,8,3,17,81.43,1384.31,1
1162,10222,16,20040219,107,1,8,3,2,66.63,133.26,1
1163,10222,17,20040219,108,1,8,3,7,45.19,316.33,1
1164,10222,18,20040219,109,1,8,3,18,48.59,874.62,1
1165,10223,1,20040220,1,2,9,3,1,80.39,80.39,4
1166,10223,2,20040220,3,2,9,3,4,110.61,442.44,4
1167,10223,3,20040220,4,2,9,3,3,189.79,569.37,4
1168,10223,4,20040220,31,2,9,3,9,67.58,608.22,4
1169,10223,5,20040220,32,2,9,3,5,58.75,293.75,4
1170,10223,6,20040220,57,2,9,3,2,104.81,209.62,4
1171,10223,7,20040220,59,2,9,3,11,87.54,962.94,4
1172,10223,8,20040220,61,2,9,3,6,60.94,365.64,4
1173,10223,9,20040220,82,2,9,3,10,68.10,681.00,4
1174,10223,10,20040220,85,2,9,3,7,90.90,636.30,4
1175,10223,11,20040220,90,2,9,3,12,66.73,800.76,4
1176,10223,12,20040220,92,2,9,3,13,41.02,533.26,4
1177,10223,13,20040220,97,2,9,3,14,84.03,1176.42,4
1178,10223,14,20040220,103,2,9,3,8,113.90,911.20,4
1179,10223,15,20040220,104,2,9,3,15,79.20,1188.00,4
1180,10224,1,20040221,10,3,10,3,6,141.58,849.48,5
1181,10224,2,20040221,46,3,10,3,1,57.20,57.20,5
1182,10224,3,20040221,65,3,10,3,4,60.26,241.04,5
1183,10224,4,20040221,86,3,10,3,2,37.01,74.02,5
1184,10224,5,20040221,91,3,10,3,5,94.91,474.55,5
1185,10224,6,20040221,95,3,10,3,3,81.36,244.08,5
1186,10225,1,20040222,7,4,11,3,9,157.60,1418.40,2
1187,10225,2,20040222,12,4,11,3,7,101.00,707.00,2
1188,10225,3,20040222,14,4,11,3,10,64.64,646.40,2
1189,10225,4,20040222,16,4,11,3,6,100.19,601.14,2
1190,10225,5,20040222,18,4,11,3,1,116.06,116.06,2
1191,10225,6,20040222,24,4,11,3,5,71.61,358.05,2
1192,10225,7,20040222,40,4,11,3,2,162.57,325.14,2
1193,10225,8,20040222,42,4,11,3,12,69.96,839.52,2
1194,10225,9,20040222,44,4,11,3,11,119.06,1309.66,2
1195,10225,10,20040222,53,4,11,3,14,135.41,1895.74,2
1196,10225,11,20040222,70,4,11,3,3,34.74,104.22,2
1197,10225,12,20040222,73,4,11,3,8,51.43,411.44,2
1198,10225,13,20040222,77,4,11,3,4,130.60,522.40,2
1199,10225,14,20040222,83,4,11,3,13,77.61,1008.93,2
1200,10226,1,20040226,21,5,12,3,4,108.26,433.04,5
1201,10226,2,20040226,25,5,12,3,7,129.45,906.15,5
1202,10226,3,20040226,34,5,12,3,5,125.40,627.00,5
1203,10226,4,20040226,45,5,12,3,6,122.91,737.46,5
1204,10226,5,20040226,55,5,12,3,1,65.41,65.41,5
1205,10226,6,20040226,58,5,12,3,3,47.79,143.37,5
1206,10226,7,20040226,75,5,12,3,2,95.30,190.60,5
1207,10227,1,20040302,19,6,13,3,3,85.27,255.81,6
1208,10227,2,20040302,20,6,13,3,2,50.14,100.28,6
1209,10227,3,20040302,23,6,13,3,10,136.00,1360.00,6
1210,10227,4,20040302,27,6,13,3,9,59.93,539.37,6
1211,10227,5,20040302,29,6,13,3,7,118.23,827.61,6
1212,10227,6,20040302,33,6,13,3,4,146.81,587.24,6
1213,10227,7,20040302,43,6,13,3,1,99.21,99.21,6
1214,10227,8,20040302,49,6,13,3,11,87.43,961.73,6
1215,10227,9,20040302,54,6,13,3,12,70.56,846.72,6
1216,10227,10,20040302,60,6,13,3,6,27.22,163.32,6
1217,10227,11,20040302,63,6,13,3,5,39.42,197.10,6
1218,10227,12,20040302,66,6,13,3,14,84.51,1183.14,6
1219,10227,13,20040302,69,6,13,3,13,102.17,1328.21,6
1220,10227,14,20040302,72,6,13,3,15,78.76,1181.40,6
1221,10227,15,20040302,79,6,13,3,8,34.88,279.04,6
1222,10228,1,20040310,2,7,14,3,2,214.30,428.60,3
1223,10228,2,20040310,17,7,14,3,1,100.34,100.34,3
1224,10228,3,20040310,35,7,14,3,3,101.31,303.93,3
1225,10228,4,20040310,36,7,14,3,5,57.46,287.30,3
1226,10228,5,20040310,38,7,14,3,4,100.53,402.12,3
1227,10228,6,20040310,81,7,14,3,6,84.73,508.38,3
1228,10229,1,20040311,6,8,15,3,9,138.88,1249.92,1
1229,10229,2,20040311,9,8,15,3,13,110.70,1439.10,1
1230,10229,3,20040311,15,8,15,3,1,95.99,95.99,1
1231,10229,4,20040311,28,8,15,3,4,104.32,417.28,1
1232,10229,5,20040311,30,8,15,3,7,53.48,374.36,1
1233,10229,6,20040311,40,8,15,3,5,157.49,787.45,1
1234,10229,7,20040311,51,8,15,3,10,119.87,1198.70,1
1235,10229,8,20040311,52,8,15,3,14,43.77,612.78,1
1236,10229,9,20040311,64,8,15,3,6,115.01,690.06,1
1237,10229,10,20040311,67,8,15,3,2,34.65,69.30,1
1238,10229,11,20040311,84,8,15,3,8,78.97,631.76,1
1239,10229,12,20040311,87,8,15,3,3,49.78,149.34,1
1240,10229,13,20040311,89,8,15,3,12,52.36,628.32,1
1241,10229,14,20040311,102,8,15,3,11,91.04,1001.44,1
1242,10230,1,20040315,11,9,16,3,1,128.42,128.42,5
1243,10230,2,20040315,26,9,16,3,8,153.91,1231.28,5
1244,10230,3,20040315,48,9,16,3,3,142.18,426.54,5
1245,10230,4,20040315,56,9,16,3,6,47.40,284.40,5
1246,10230,5,20040315,80,9,16,3,5,99.36,496.80,5
1247,10230,6,20040315,88,9,16,3,4,59.03,236.12,5
1248,10230,7,20040315,93,9,16,3,7,100.70,704.90,5
1249,10230,8,20040315,94,9,16,3,2,57.41,114.82,5
1250,10231,1,20040319,8,10,17,3,2,193.25,386.50,6
1251,10231,2,20040319,13,10,17,3,1,147.07,147.07,6
1252,10232,1,20040320,39,11,18,3,6,133.86,803.16,5
1253,10232,2,20040320,41,11,18,3,8,97.81,782.48,5
1254,10232,3,20040320,50,11,18,3,5,78.12,390.60,5
1255,10232,4,20040320,62,11,18,3,4,113.06,452.24,5
1256,10232,5,20040320,98,11,18,3,7,84.88,594.16,5
1257,10232,6,20040320,105,11,18,3,1,86.15,86.15,5
1258,10232,7,20040320,106,11,18,3,2,81.43,162.86,5
1259,10232,8,20040320,109,11,18,3,3,48.59,145.77,5
1260,10233,1,20040329,71,12,19,3,2,70.81,141.62,4
1261,10233,2,20040329,96,12,19,3,3,66.00,198.00,4
1262,10233,3,20040329,101,12,19,3,1,67.94,67.94,4
1263,10234,1,20040330,5,13,20,3,9,118.32,1064.88,3
1264,10234,2,20040330,22,13,20,3,1,146.65,146.65,3
1265,10234,3,20040330,37,13,20,3,7,84.30,590.10,3
1266,10234,4,20040330,47,13,20,3,6,85.75,514.50,3
1267,10234,5,20040330,68,13,20,3,2,67.14,134.28,3
1268,10234,6,20040330,74,13,20,3,3,65.09,195.27,3
1269,10234,7,20040330,76,13,20,3,8,78.83,630.64,3
1270,10234,8,20040330,99,13,20,3,5,83.28,416.40,3
1271,10234,9,20040330,108,13,20,3,4,45.69,182.76,3
1272,10235,1,20040402,31,14,21,3,3,81.95,245.85,4
1273,10235,2,20040402,59,14,21,3,5,89.72,448.60,4
1274,10235,3,20040402,78,14,21,3,12,55.27,663.24,4
1275,10235,4,20040402,82,14,21,3,4,63.03,252.12,4
1276,10235,5,20040402,85,14,21,3,1,90.90,90.90,4
1277,10235,6,20040402,90,14,21,3,6,66.73,400.38,4
1278,10235,7,20040402,92,14,21,3,7,37.09,259.63,4
1279,10235,8,20040402,97,14,21,3,8,88.60,708.80,4
1280,10235,9,20040402,100,14,21,3,10,92.74,927.40,4
1281,10235,10,20040402,103,14,21,3,2,116.28,232.56,4
1282,10235,11,20040402,104,14,21,3,9,73.60,662.40,4
1283,10235,12,20040402,107,14,21,3,11,70.33,773.63,4
1284,10236,1,20040403,3,15,22,3,1,105.86,105.86,5
1285,10236,2,20040403,32,15,22,3,2,52.70,105.40,5
1286,10236,3,20040403,61,15,22,3,3,65.51,196.53,5
1287,10237,1,20040405,1,16,23,3,7,91.87,643.09,5
1288,10237,2,20040405,4,16,23,3,9,158.80,1429.20,5
1289,10237,3,20040405,10,16,23,3,6,129.53,777.18,5
1290,10237,4,20040405,46,16,23,3,1,49.74,49.74,5
1291,10237,5,20040405,57,16,23,3,8,109.32,874.56,5
1292,10237,6,20040405,65,16,23,3,4,62.33,249.32,5
1293,10237,7,20040405,86,16,23,3,2,35.00,70.00,5
1294,10237,8,20040405,91,16,23,3,5,94.91,474.55,5
1295,10237,9,20040405,95,16,23,3,3,78.92,236.76,5
1296,10238,1,20040409,7,17,1,3,3,161.49,484.47,1
1297,10238,2,20040409,12,17,1,3,1,104.52,104.52,1
1298,10238,3,20040409,14,17,1,3,4,73.42,293.68,1
1299,10238,4,20040409,42,17,1,3,6,68.35,410.10,1
1300,10238,5,20040409,44,17,1,3,5,144.05,720.25,1
1301,10238,6,20040409,53,17,1,3,8,120.53,964.24,1
1302,10238,7,20040409,73,17,1,3,2,53.88,107.76,1
1303,10238,8,20040409,83,17,1,3,7,67.91,475.37,1
1304,10239,1,20040412,16,18,2,3,5,100.19,500.95,5
1305,10239,2,20040412,24,18,2,3,4,70.07,280.28,5
1306,10239,3,20040412,40,18,2,3,1,135.47,135.47,5
1307,10239,4,20040412,70,18,2,3,2,32.47,64.94,5
1308,10239,5,20040412,77,18,2,3,3,133.41,400.23,5
1309,10240,1,20040413,18,19,3,3,3,125.97,377.91,7
1310,10240,2,20040413,25,19,3,3,2,136.56,273.12,7
1311,10240,3,20040413,45,19,3,3,1,134.22,134.22,7
1312,10241,1,20040413,21,20,4,3,11,119.46,1314.06,6
1313,10241,2,20040413,23,20,4,3,2,153.00,306.00,6
1314,10241,3,20040413,27,20,4,3,1,55.70,55.70,6
1315,10241,4,20040413,34,20,4,3,12,126.72,1520.64,6
1316,10241,5,20040413,49,20,4,3,3,77.31,231.93,6
1317,10241,6,20040413,54,20,4,3,4,62.72,250.88,6
1318,10241,7,20040413,55,20,4,3,8,72.02,576.16,6
1319,10241,8,20040413,58,20,4,3,10,47.29,472.90,6
1320,10241,9,20040413,66,20,4,3,6,89.05,534.30,6
1321,10241,10,20040413,69,20,4,3,5,117.44,587.20,6
1322,10241,11,20040413,72,20,4,3,7,69.34,485.38,6
1323,10241,12,20040413,75,20,4,3,9,107.08,963.72,6
1324,10242,1,20040420,79,21,5,3,1,36.52,36.52,5
1325,10243,1,20040426,29,22,6,3,2,111.87,223.74,2
1326,10243,2,20040426,60,22,6,3,1,30.87,30.87,2
